iter	MultiClass
285	0.1877628461
286	0.1877025237
287	0.1876322966
288	0.1875756197
289	0.1875112804
290	0.1874233073
291	0.1873842525
292	0.1873532866
293	0.1872454216
294	0.1871845627
295	0.1871138679
296	0.1870248081
297	0.186965146
298	0.1868685339
299	0.1868300844
300	0.1867719768
301	0.1866852556
302	0.1866428855
303	0.1865384871
304	0.1864732674
305	0.1863884584
306	0.1863510131
307	0.1862964685
308	0.1862723945
309	0.1862244805
310	0.18616281
311	0.1860952104
312	0.1859892851
313	0.1858422415
314	0.185786445
315	0.185711128
316	0.185651177
317	0.1855811975
318	0.1855477829
319	0.1854915325
320	0.1854322556
321	0.1853031368
322	0.1852523751
323	0.1851678
324	0.1851182352
325	0.185077282
326	0.1849806286
327	0.1849541335
328	0.1849303622
329	0.1848901106
330	0.1847860562
331	0.1847166683
332	0.1846707077
333	0.184584069
334	0.184522935
335	0.18446773
336	0.1843783263
337	0.184312859
338	0.1842414351
339	0.1841949655
340	0.1841242707
341	0.1840004481
342	0.1839724673
343	0.1838689494
344	0.1838010747
345	0.1837679352
346	0.1836927558
347	0.183610024
348	0.1835190245
349	0.1834465826
350	0.1833582657
351	0.1833133644
352	0.1832637858
353	0.1831758265
354	0.1830770684
355	0.1830305851
356	0.1829374809
357	0.1828958261
358	0.1828420931
359	0.1827828849
360	0.1827279276
361	0.1826381525
362	0.1825610884
363	0.182488729
364	0.1824328224
365	0.1823458536
366	0.1823189321
367	0.1822425696
368	0.1821802663
369	0.1821215947
370	0.1820300174
371	0.1819311492
372	0.1818411815
373	0.1818112198
374	0.1817549968
375	0.1817002045
376	0.1816314769
377	0.1815664498
378	0.1815024544
379	0.1814809254
380	0.181394782
381	0.1813066852
382	0.1812651955
383	0.1811648003
384	0.1811369846
385	0.1810637586
386	0.1810248964
387	0.1809848648
388	0.1809387942
389	0.1809107034
390	0.1808829977
391	0.1808184933
392	0.1807930988
393	0.1807231881
394	0.1806877925
395	0.1806484901
396	0.1806144152
397	0.1805821836
398	0.1805466367
399	0.1804743874
400	0.1804031423
401	0.1802819198
402	0.1802265222
403	0.1801683871
404	0.1800930701
405	0.1800246451
406	0.1800057574
407	0.1799625894
408	0.1799079484
409	0.1798115427
410	0.1797386743
411	0.1796877476
412	0.1796582399
413	0.1796122243
414	0.1795514479
415	0.1794583987
416	0.1794320274
417	0.1793734796
418	0.1793338608
419	0.1792749966
420	0.1792143303
421	0.1791601158
422	0.1791127108
423	0.1790718539
424	0.1790074183
425	0.1789647455
426	0.1788785746
427	0.178820412
428	0.178738313
429	0.1787068381
430	0.1786056312
431	0.1785622294
432	0.1785131323
433	0.1784678871
434	0.1784320926
435	0.1783371312
436	0.1782621581
437	0.1782073659
438	0.1781681597
439	0.1781090342
440	0.1780370325
441	0.1779822402
442	0.1779360045
443	0.1779039655
444	0.1778436707
445	0.1778091968
446	0.1777831144
447	0.1777479389
448	0.1776672981
449	0.177627583
450	0.1775261561
451	0.1775008441
452	0.1774651184
453	0.1774156499
454	0.1773779983
455	0.1773177034
456	0.1772437895
457	0.1772051199
458	0.1771642217
459	0.1771096633
460	0.1770668255
461	0.1770025275
462	0.1769322728
463	0.1769044709
464	0.1768371189
465	0.1767896176
466	0.1767194043
467	0.1766881357
468	0.1766208112
469	0.176571439
470	0.1765209388
471	0.1764765189
472	0.1764361435
473	0.1763852168
474	0.1762940385
475	0.1762367838
476	0.1761863799
477	0.176113374
478	0.1760940598
479	0.1760208063
480	0.1759209889
481	0.1758784399
482	0.1758256836
483	0.1757920764
484	0.1757437497
485	0.1756988346
486	0.1755916024
487	0.1755387086
488	0.1754796655
489	0.1754549175
490	0.1754221082
491	0.1753908258
492	0.1753503816
493	0.1752918613
494	0.1752349781
495	0.1752006143
496	0.1751318729
497	0.1750872329
498	0.1750610818
499	0.1750249709
500	0.1749738653
501	0.174873594
502	0.1747471439
503	0.1747082267
504	0.1746650312
505	0.1746036633
506	0.1745454456
507	0.1745236553
508	0.1744896629
509	0.1744620535
510	0.1743948666
511	0.1743492225
512	0.1743040047
513	0.1742415226
514	0.1741547188
515	0.1741326671
516	0.1741009721
517	0.1740404433
518	0.1739940976
519	0.1739600501
520	0.1738984759
521	0.1738563396
522	0.1738202975
523	0.1737709941
524	0.1737043162
525	0.1736399631
526	0.1735467076
527	0.1735231427
528	0.1734840466
529	0.173385426
530	0.1733195047
531	0.1732895292
532	0.1732725399
533	0.1732158355
534	0.1731431185
535	0.1731183429
536	0.1730825484
537	0.1730392154
538	0.1729999129
539	0.1729497566
540	0.1729238393
541	0.172836279
542	0.1727577429
543	0.1727205453
544	0.1726529044
545	0.1725759916
546	0.1725089973
547	0.1724517289
548	0.1723725875
549	0.1723429009
550	0.1722774199
551	0.1722490401
552	0.1722252688
553	0.1721722787
554	0.1721465815
555	0.1721267721
556	0.1720956548
557	0.1720611947
558	0.1720145875
559	0.1719451996
560	0.1718918793
561	0.1718027782
562	0.1717472981
563	0.1717033185
564	0.1716792721
565	0.1716304914
566	0.1716046291
567	0.1715724251
568	0.17154604
569	0.1714904499
570	0.1714327137
571	0.1713960113
572	0.171343255
573	0.1712747199
574	0.1712136409
575	0.1711708306
576	0.1711097791
577	0.1710300325
578	0.1709898909
579	0.1709206543
580	0.1708827413
581	0.1708635097
582	0.1707854826
583	0.1707311168
584	0.1706800938
585	0.170649458
586	0.1706130995
587	0.1705505623
588	0.1705261445
589	0.1704994568
590	0.1704621491
591	0.170415707
592	0.1703354927
593	0.1703047468
594	0.170263436
595	0.1702227579
596	0.1701330515
597	0.1700799376
598	0.1700417219
599	0.1699993931
600	0.169963915
601	0.1698951736
602	0.1698177793
603	0.1697721489
604	0.1697382115
605	0.1696905314
606	0.1696364682
607	0.1696120091
608	0.1695887743
609	0.1695473259
610	0.169484885
611	0.1694515804
612	0.1693605397
613	0.1693254193
614	0.1692928851
615	0.1692689349
616	0.1692137575
617	0.1691567779
618	0.1691329929
619	0.1690401088
620	0.16900851
621	0.1689721653
622	0.1689046482
623	0.1688503236
624	0.1688198529
625	0.1687755982
626	0.1687407391
627	0.1686882717
628	0.1686309895
629	0.1685917146
630	0.1685430715
631	0.1684713449
632	0.1684440932
633	0.168393139
634	0.1683489806
635	0.1683185236
636	0.1682865534
637	0.1682454764
638	0.1681986629
639	0.1681681372
640	0.168140913
641	0.1680923937
642	0.168063615
643	0.1680454289
644	0.168024065
645	0.1679830293
646	0.167939311
647	0.1678927864
648	0.1678702807
649	0.1678377053
650	0.1678064367
651	0.1677390021
652	0.167721944
653	0.1676854342
654	0.1676626534
655	0.1676080262
656	0.1675155823
657	0.1674379679
658	0.1673966433
659	0.1673546446
660	0.1672893424
661	0.1672272729
662	0.1671658912
663	0.1670809722
664	0.167056967
665	0.1670217916
666	0.1669648808
667	0.1669330619
668	0.1668781458
669	0.1668502201
670	0.1667635127
671	0.1667182812
672	0.1666058215
673	0.1665818164
674	0.1665216866
675	0.1664749694
676	0.1664507992
677	0.1664118819
678	0.166345094
679	0.1663157375
680	0.1663017746
681	0.1662587855
682	0.1662426215
683	0.1662080514
684	0.166161004
685	0.1661349354
686	0.1660886447
687	0.1660351455
688	0.1660018822
689	0.1659696369
690	0.1659096722
691	0.1658679486
692	0.1658407244
693	0.1658200484
694	0.1657884909
695	0.1657732624
696	0.1657447314
697	0.1657103125
698	0.1656585329
699	0.1656139755
700	0.1655728572
701	0.1655541621
702	0.1655158227
703	0.1654497225
704	0.1654023863
705	0.1653801695
706	0.1653490797
707	0.1653170545
708	0.1652883859
709	0.1652335524
710	0.1651880045
711	0.1651375455
712	0.165102769
713	0.1650343853
714	0.1649696195
715	0.164933261
716	0.1648928443
717	0.1648620847
718	0.1648265241
719	0.1647822005
720	0.164725785
721	0.1647020825
722	0.1646902794
723	0.1646697546
724	0.1646386924
725	0.1646024164
726	0.1645754673
727	0.1645351194
728	0.1645085005
729	0.1644414512
730	0.1643827796
731	0.1643644146
732	0.1643132266
733	0.1642701824
734	0.1642048113
735	0.1641500328
736	0.1641220383
737	0.1640888025
738	0.1640411774
739	0.1639995088
740	0.1639603302
741	0.163907629
742	0.1638794831
743	0.1638619298
744	0.1638223385
745	0.1637709165
746	0.1637591685
747	0.1637143497
748	0.163698227
749	0.1636619373
750	0.1636055905
751	0.1635726849
752	0.1635248947
753	0.1634662231
754	0.163416507
755	0.1633688681
756	0.1633100452
757	0.1632877596
758	0.1631998278
759	0.163134842
760	0.1630799809
761	0.1630402658
762	0.1629831487
763	0.1629219871
764	0.1629048465
765	0.1628543188
766	0.1627872832
767	0.1627412401
768	0.1626790055
769	0.1626632543
770	0.162617899
771	0.1625842643
772	0.1625603417
773	0.162531109
774	0.1624964013
775	0.1624454333
776	0.1624145499
777	0.1623518064
778	0.1623094913
779	0.162247917
780	0.1622090548
781	0.162171527
782	0.1621428722
783	0.1620920418
784	0.1620609245
785	0.1620218009
786	0.1619868731
787	0.161950487
788	0.1618755277
789	0.161842567
790	0.1617693823
791	0.1617236418
792	0.1616842294
793	0.161617125
794	0.1615726501
795	0.1615494979
796	0.1615021616
797	0.1614773036
798	0.1614681555
799	0.1614387715
800	0.1613818745
801	0.1613403023
802	0.161295456
803	0.1612333452
804	0.1611854863
805	0.1611769159
806	0.1611426072
807	0.1611135258
808	0.1610739621
809	0.1610455823
810	0.1610250576
811	0.1609631945
812	0.1609308253
813	0.1608916055
814	0.1608320809
815	0.1607864093
816	0.1607300487
817	0.1606848035
818	0.1606373022
819	0.1605947532
820	0.1605550519
821	0.1605087749
822	0.1604620577
823	0.160390964
824	0.1603470669
825	0.1603332278
826	0.160287391
827	0.1602452273
828	0.1601757843
829	0.1601285306
830	0.1601057223
831	0.16007206
832	0.1600391819
833	0.1600021356
834	0.1599534512
835	0.1599157996
836	0.1598843796
837	0.1598636073
838	0.15982198
839	0.1597849749
840	0.1597082685
841	0.1596617439
842	0.159636198
843	0.1595842534
844	0.1595448684
845	0.1594723165
846	0.1594301389
847	0.1593998058
848	0.1593547119
849	0.1593300326
850	0.1593087375
851	0.1592685822
852	0.1592252491
853	0.1591641564
854	0.1591279905
855	0.1590705982
856	0.1590603496
857	0.1590335106
858	0.1590053097
859	0.1589911129
860	0.1589285758
861	0.1588945971
862	0.1588445096
863	0.1588097881
864	0.1587756719
865	0.1587621079
866	0.1586977411
867	0.1586585625
868	0.1586208971
869	0.1585613589
870	0.1585371474
871	0.1584915857
872	0.1584450749
873	0.1583929652
874	0.1583820287
875	0.1583570744
876	0.1583245126
877	0.1582892684
878	0.158251548
879	0.1582188074
880	0.1581743463
881	0.1581337233
882	0.1581009965
883	0.1580581036
884	0.1579775454
885	0.1579174431
886	0.1578878803
887	0.1578409568
888	0.1577926163
889	0.1577799741
890	0.1577250305
891	0.1576883555
892	0.1576503187
893	0.1575838472
894	0.1575530876
895	0.1575271703
896	0.1574968509
897	0.1574682373
898	0.1574435443
899	0.1573908293
900	0.1573674569
901	0.1573370962
902	0.1572662226
903	0.1572533877
904	0.1572224493
905	0.1572038917
906	0.1571803268
907	0.157129634
908	0.1571105537
909	0.1570705221
910	0.1570293901
911	0.156981201
912	0.1569484054
913	0.1569178659
914	0.1568837359
915	0.1568489182
916	0.1568079925
917	0.1567898614
918	0.1567604912
919	0.156720157
920	0.1566953677
921	0.1566626822
922	0.1566383056
923	0.1566007641
924	0.156581051
925	0.1565583389
926	0.1565101635
927	0.1564684125
928	0.1564306095
929	0.1563874553
930	0.1563755834
931	0.156334699
932	0.1563114092
933	0.1562929892
934	0.1562463958
935	0.1562091706
936	0.1561772967
937	0.1561532916
938	0.156123041
939	0.1560976739
940	0.1560701196
941	0.1560550287
942	0.1560269791
943	0.1560040194
944	0.1559858333
945	0.1559403404
946	0.1558972137
947	0.1558719842
948	0.155846796
949	0.1558247168
950	0.1557894038
951	0.1557549024
952	0.155724129
953	0.1557003027
954	0.1556896964
955	0.1556587993
956	0.1556359909
957	0.1556082715
958	0.1555721881
959	0.155523545
960	0.1554947388
961	0.1554699221
962	0.1554257911
963	0.1554040283
964	0.155366638
965	0.1553502402
966	0.1553272668
967	0.155291376
968	0.1552626386
969	0.1552213278
970	0.1551772518
971	0.1551279484
972	0.1550930068
973	0.1550678736
974	0.1550349405
975	0.1549774519
976	0.154914846
977	0.1548842377
978	0.1548279322
979	0.1547820679
980	0.1547588056
981	0.1547137942
982	0.1546987583
983	0.1546579977
984	0.1546131652
985	0.1545792691
986	0.1545676173
987	0.1545323456
988	0.1544890813
989	0.1544447852
990	0.1543777359
991	0.1543575826
992	0.1543169183
993	0.1542575313
994	0.1542188892
995	0.1541944026
996	0.1541667657
997	0.1540961809
998	0.1540466024
999	0.1540340014
1000	0.1540149211
1001	0.153969442
1002	0.1539513522
1003	0.1539249121
1004	0.1538885811
1005	0.1538337751
1006	0.1537907584
1007	0.15375462
1008	0.1537184678
1009	0.1536696321
1010	0.1536297519
1011	0.1535911374
1012	0.1535550127
1013	0.1535167833
1014	0.153487812
1015	0.1534556218
1016	0.1534386324
1017	0.153397074
1018	0.1533614033
1019	0.1533370955
1020	0.1533217707
1021	0.1532777635
1022	0.1532309638
1023	0.1532099851
1024	0.1531544362
1025	0.1531164544
1026	0.1530622399
1027	0.1530403258
1028	0.1529847219
1029	0.1529502893
1030	0.1529187456
1031	0.1528690019
1032	0.152847129
1033	0.15279114
1034	0.1527673136
1035	0.1527419328
1036	0.152687058
1037	0.1526463524
1038	0.1526276848
1039	0.1526103378
1040	0.1525630979
1041	0.1525349245
1042	0.1525134231
1043	0.1524682604
1044	0.1524424806
1045	0.152411666
1046	0.1523908386
1047	0.1523637933
1048	0.152317475
1049	0.152288999
1050	0.1522555156
1051	0.1522193222
1052	0.1521873657
1053	0.152147967
1054	0.1520939176
1055	0.1520549316
1056	0.1519985298
1057	0.1519866029
1058	0.1519724199
1059	0.1519187007
1060	0.1518990563
1061	0.1518784628
1062	0.1518543338
1063	0.1518220885
1064	0.1517889215
1065	0.1517602254
1066	0.1517194235
1067	0.1516949782
1068	0.1516577392
1069	0.151637751
1070	0.151618368
1071	0.1515814317
1072	0.1515394881
1073	0.151508192
1074	0.1514862778
1075	0.1514514738
1076	0.1514232316
1077	0.1514014963
1078	0.1513901196
1079	0.151376597
1080	0.1513202365
1081	0.1512944842
1082	0.1512715658
1083	0.1512432411
1084	0.1512003483
1085	0.1511832902
1086	0.1511425021
1087	0.151131882
1088	0.1511072991
1089	0.151077585
1090	0.1510694686
1091	0.151021871
1092	0.1509892543
1093	0.1509726639
1094	0.1509191235
1095	0.1508705904
1096	0.1508168987
1097	0.1507920131
1098	0.1507326399
1099	0.1506994867
1100	0.1506602393
1101	0.1506230279
1102	0.1505846334
1103	0.1505547404
1104	0.1505209681
1105	0.1504959037
1106	0.1504693949
1107	0.1504223751
1108	0.150370059
1109	0.150323782
1110	0.1503046329
1111	0.150275868
1112	0.1502564438
1113	0.1502214059
1114	0.1501787056
1115	0.1501392794
1116	0.1500990966
1117	0.1500534524
1118	0.1500285255
1119	0.1499864856
1120	0.149940071
1121	0.149914195
1122	0.1498808767
1123	0.1498514927
1124	0.1498306103
1125	0.1497988602
1126	0.1497395833
1127	0.1497306141
1128	0.1496953561
1129	0.1496603457
1130	0.1496461627
1131	0.1496287057
1132	0.1495913292
1133	0.1495643389
1134	0.1495225052
1135	0.1494719362
1136	0.1494258931
1137	0.1493954637
1138	0.1493593665
1139	0.1493414555
1140	0.1493158409
1141	0.1492958939
1142	0.1492563026
1143	0.149210232
1144	0.1491706957
1145	0.1491289859
1146	0.1491089976
1147	0.1490925861
1148	0.1490639587
1149	0.149035634
1150	0.1490094691
1151	0.1489861656
1152	0.1489407277
1153	0.1489167914
1154	0.1488827027
1155	0.1488506912
1156	0.1488118015
1157	0.1487921847
1158	0.1487710959
1159	0.1487331554
1160	0.1487098243
1161	0.1486739335
1162	0.1486601495
1163	0.148620228
1164	0.1485876663
1165	0.1485365745
1166	0.148506489
1167	0.1484917695
1168	0.1484679982
1169	0.1484287508
1170	0.1484036727
1171	0.1483737522
1172	0.1483308043
1173	0.1483105134
1174	0.1482730269
1175	0.1482439181
1176	0.148206349
1177	0.1481682021
1178	0.1481313484
1179	0.1480855391
1180	0.1480443658
1181	0.1480173067
1182	0.1479879915
1183	0.147952706
1184	0.1479143666
1185	0.1478849826
1186	0.1478518431
1187	0.1478381967
1188	0.1478143703
1189	0.1477790298
1190	0.1477326978
1191	0.1477217338
1192	0.1476922949
1193	0.1476694728
1194	0.1476380116
1195	0.1476125895
1196	0.1475702469
1197	0.1475434905
1198	0.1475017256
1199	0.1474861257
1200	0.1474393397
1201	0.1474095569
1202	0.1473741613
1203	0.1473430165
1204	0.147307786
1205	0.1472586614
1206	0.1472261272
1207	0.1471988756
1208	0.1471591742
1209	0.1471349902
1210	0.1471062115
1211	0.1470701969
1212	0.1470355167
1213	0.1470046196
1214	0.1469638589
1215	0.1469211174
1216	0.1468851716
1217	0.1468582776
1218	0.1468054112
1219	0.1467928928
1220	0.1467434655
1221	0.1467270677
1222	0.1466799104
1223	0.1466446248
1224	0.1466347339
1225	0.1466161901
1226	0.1465679459
1227	0.1465278456
1228	0.1465089029
1229	0.1464655561
1230	0.1464397488
1231	0.1463993459
1232	0.1463637852
1233	0.1463187463
1234	0.1462727583
1235	0.1462295215
1236	0.1461978264
1237	0.1461735599
1238	0.1461561992
1239	0.146143158
1240	0.1461318914
1241	0.1460857244
1242	0.1460591881
1243	0.1460118519
1244	0.1459803219
1245	0.1459473062
1246	0.14592901
1247	0.1459047848
1248	0.1458714802
1249	0.145832728
1250	0.1457971537
1251	0.1457728046
1252	0.1457438608
1253	0.1457151785
1254	0.145698368
1255	0.1456750232
1256	0.1456368763
1257	0.1456054976
1258	0.1455705698
1259	0.1455396451
1260	0.145508913
1261	0.1454528414
1262	0.1454284235
1263	0.1453879793
1264	0.1453513595
1265	0.1453254009
1266	0.1452969524
1267	0.1452533992
1268	0.1452030915
1269	0.1451672008
1270	0.1451420676
1271	0.1451205661
1272	0.145092943
1273	0.145062486
1274	0.1450360597
1275	0.1450101424
1276	0.1449596559
1277	0.144927163
1278	0.1448878881
1279	0.1448709125
1280	0.1448364662
1281	0.1448203986
1282	0.1447811099
1283	0.144743307
1284	0.1446874829
1285	0.144671883
1286	0.1446432282
1287	0.1446148209
1288	0.1445947089
1289	0.1445816127
1290	0.1445568647
1291	0.1445413886
1292	0.1445176585
1293	0.1444927317
1294	0.1444630314
1295	0.1444292591
1296	0.144412875
1297	0.1443756086
1298	0.1443461283
1299	0.1443232787
1300	0.1443067571
1301	0.1442654188
1302	0.1442395565
1303	0.1442077651
1304	0.1441859748
1305	0.1441645559
1306	0.1441324619
1307	0.1440914949
1308	0.1440697183
1309	0.1440564158
1310	0.1440337037
1311	0.1440023939
1312	0.1439886098
1313	0.1439599962
1314	0.14393108
1315	0.1438960146
1316	0.1438719131
1317	0.1438469588
1318	0.1438335599
1319	0.1438058543
1320	0.1437764566
1321	0.1437398642
1322	0.1437276484
1323	0.1436859248
1324	0.1436675599
1325	0.1436107866
1326	0.1435850344
1327	0.1435765466
1328	0.1435607954
1329	0.143537258
1330	0.1434974603
1331	0.1434795906
1332	0.1434464649
1333	0.1434240004
1334	0.1433873255
1335	0.1433457258
1336	0.1433059556
1337	0.1432610543
1338	0.1432336375
1339	0.1432090959
1340	0.143146655
1341	0.1431124838
1342	0.1430804173
1343	0.1430520788
1344	0.1430187055
1345	0.1430043574
1346	0.1429841215
1347	0.1429696634
1348	0.1429289441
1349	0.1428785677
1350	0.1428654715
1351	0.142829223
1352	0.1427995502
1353	0.1427654477
1354	0.1427424468
1355	0.1427343304
1356	0.1427210279
1357	0.1426827572
1358	0.1426551891
1359	0.1426304411
1360	0.1426047439
1361	0.1425938625
1362	0.1425680965
1363	0.1425504056
1364	0.1425282851
1365	0.1425086958
1366	0.1424796557
1367	0.1424548114
1368	0.1424293481
1369	0.1423959335
1370	0.142375904
1371	0.1423557369
1372	0.1423359963
1373	0.1423232715
1374	0.1422856474
1375	0.1422439788
1376	0.1422093536
1377	0.1421836839
1378	0.1421532958
1379	0.1421137182
1380	0.1420887501
1381	0.1420660243
1382	0.1420266256
1383	0.1419910237
1384	0.1419625614
1385	0.1419307976
1386	0.1418973692
1387	0.1418690583
1388	0.1418338278
1389	0.1418030957
1390	0.1417726387
1391	0.1417517838
1392	0.1417045439
1393	0.1416908286
1394	0.141669451
1395	0.1416442078
1396	0.1416101603
1397	0.1415886176
1398	0.1415494665
1399	0.1415266857
1400	0.1415040287
1401	0.1414796246
1402	0.1414534872
1403	0.1414084208
1404	0.1414015563
1405	0.1413671787
1406	0.1413490476
1407	0.1413346307
1408	0.1413134319
1409	0.141299923
1410	0.141271956
1411	0.1412392292
1412	0.1412126653
1413	0.1411737481
1414	0.1411462488
1415	0.1411188045
1416	0.1410873983
1417	0.1410634757
1418	0.1410482885
1419	0.1410257828
1420	0.1409902222
1421	0.1409444955
1422	0.1409291157
1423	0.1409068989
1424	0.1408904048
1425	0.1408765795
1426	0.1408502495
1427	0.1408362866
1428	0.1408100941
1429	0.1407930773
1430	0.1407628817
1431	0.1407352724
1432	0.1407159307
1433	0.1406807277
1434	0.1406447131
1435	0.1406151778
1436	0.140588215
1437	0.1405480322
1438	0.1405325011
1439	0.1405127742
1440	0.1404970642
1441	0.1404631681
1442	0.14043549
1443	0.1403926522
1444	0.1403497868
1445	0.1403205267
1446	0.1402998781
1447	0.1402821459
1448	0.1402734656
1449	0.1402234193
1450	0.1402105569
1451	0.1401899772
1452	0.1401725752
1453	0.1401676916
1454	0.1401373859
1455	0.1401129956
1456	0.1400666636
1457	0.1400334003
1458	0.1399879075
1459	0.1399599679
1460	0.1399264708
1461	0.1399098529
1462	0.1398812118
1463	0.1398611548
1464	0.1398457199
1465	0.1398263507
1466	0.1397799224
1467	0.1397544178
1468	0.1397209069
1469	0.1396893769
1470	0.1396737633
1471	0.1396559348
1472	0.1396427423
1473	0.1396204154
1474	0.1395996431
1475	0.1395887066
1476	0.139561056
1477	0.1395329927
1478	0.1395071442
1479	0.1394820522
1480	0.139468846
1481	0.1394384853
1482	0.1394126918
1483	0.1393889755
1484	0.1393579408
1485	0.1393457938
1486	0.1393221738
1487	0.139297756
1488	0.1392660609
1489	0.1392402537
1490	0.1392149554
1491	0.1391885153
1492	0.1391756943
1493	0.1391569303
1494	0.1391185496
1495	0.1390908027
1496	0.1390568103
1497	0.1390274126
1498	0.1390053196
1499	0.1389828002
